iceconc,icethick,themper
0.9555118375529463,1.4739892295060248,-1.7051963419868397
0.9581121710630564,1.674022408417211,-1.710965748819021
0.953346588433935,1.89650234229003,-1.7235074476553844
0.9399695040908858,2.02585387079475,-1.7366012967549838
0.9487713552259195,2.0442706174575367,-1.7834852395149379
0.8356507829605386,1.7908574354190092,-1.7939798506406637
0.7093646039720625,1.3393400007715592,-1.555755182986076
0.30012117385362774,0.7962318241166381,-1.3168844619622597
0.3716700585702291,0.6237357310377635,-1.2363944756296965
0.8970117675713621,1.4149867779073806,-1.63497935544986
0.9186932122191558,1.577998657281009,-1.6602054858436952
0.9480357808956447,1.775652957507051,-1.6876589979116734
0.9432907395709592,1.7816314552552426,-1.7016017310894453
0.9622977063812029,1.976895138907891,-1.7048545346810267
0.962637909508955,2.1339363457921605,-1.714842069034393
0.9462973996459578,2.1837323803741198,-1.7233309098161185
0.9210296388751326,2.1695725745163283,-1.7718412543718631
0.9536707497810801,2.035201142470424,-1.7132870335991566
0.7882803829852492,1.5518349043738384,-1.651070591692741
0.528980258726873,1.2374825191755707,-1.3676071636951888
0.5530356912730405,1.3109460490970657,-1.5679776112620647
0.9169867188992122,1.5586076658935502,-1.5767143562436103
0.9709168377224929,1.6519199648442178,-1.6458157738813988
0.9607017448422714,1.7511716352489133,-1.6673195851536897
0.959912958751934,1.9386570116218467,-1.6802181157928247
0.9555396172218025,2.0550264357230983,-1.7049559500354987
0.9628957517874929,2.176990919889739,-1.7177943826867983
0.9306817043823405,2.283981771279986,-1.7307116939471319
0.9407105561023434,2.1764157633655348,-1.7660417985457642
0.8973457104920481,1.9398190625585043,-1.7742639545064707
0.7251675185532525,1.3723156414926052,-1.1739226172749813
0.5339878374853959,1.441389201208949,-1.6010765780623142
0.5183557091782299,1.227771372964176,-1.5160229007785138
0.9115872903046414,1.3490863606477013,-1.6366433184880478
0.9734790230957935,1.50068510001382,-1.652794652718764
0.9728580888074178,1.7905248619186191,-1.6289920934117756
0.973321735393256,2.0589429777688704,-1.6546764709628545
0.9690321241326344,2.2978755183374653,-1.6960614478358855
0.9494097007151979,2.510135664174763,-1.7084040720875446
0.9473614392157358,2.655067283015412,-1.7457474592786568
0.9244899683309575,2.6906878612219143,-1.786828190088272
0.93083468819252,2.509239672038418,-1.7210772352722974
0.7737625715358613,1.9871697037552412,-1.6646189318253444
0.5395500314636872,1.3621623681571622,-1.4844677010407814
0.6486627017864242,0.9755984944506333,-1.5313892050431326
0.9013680891635326,1.3518917159392283,-1.5721732020378112
0.9654876731443577,1.050497959367931,-1.64516972051217
0.9772858158864367,1.2382259187646782,-1.6714888830597585
0.9717570748896553,1.5709794001080668,-1.6781447352125094
0.9691516549613041,1.7661139669899757,-1.6916029283633598
0.9504578941358397,1.9361059772423828,-1.6992579095638716
0.9390300817680187,2.0129734947561073,-1.729325684102682
0.9254039585626183,2.0519941479254227,-1.780739512695716
0.8953794185788586,1.8236687457045684,-1.717824431680716
0.7790250581008598,1.3017357194509644,-1.6787119099727044
0.45735116510723645,0.9232749012657083,-1.591855293053847
0.23907163454434618,0.8299039128737954,-1.51871228573414
0.857620197133376,1.1833278154237912,-1.5972941609529347
0.9641980704887269,1.0757226812151761,-1.6261862686047188
0.9659033900198455,1.3807512705142682,-1.6536172439272587
